Run,Event,pt1,eta1,phi1,Q1,type1,sigmaEtaEta1,HoverE1,isoTrack1,isoEcal1,isoHcal1,pt2,eta2,phi2,Q2,type2,sigmaEtaEta2,HoverE2,isoTrack2,isoEcal2,isoHcal2
166923,115652657,46.11,-0.101336,-0.82562,1,EB,0.00935121,0,0,2.79109,0,42.021,0.422984,2.42411,-1,EB,0.00990497,0,0,2.28367,0
166923,115532340,33.9767,-0.288818,-0.415447,-1,EB,0.00889257,0,4.25619,2.52921,0,38.8909,-1.72559,2.8887,1,EE,0.0133633,0,0,0.690942,0
166923,169312858,36.13,-0.132081,1.62627,-1,EB,0.0111379,0,0,2.14753,0.724084,28.6509,-1.71959,-1.63732,1,EE,0.0157463,0,1.71428,1.63741,0.789878
166923,169850637,36.189,1.3384,-2.72673,1,EB,0.00858142,0,0,1.76122,0,48.285,2.20999,0.284235,-1,EE,0.0230023,0,0,0.603353,0.812164
166923,168875287,37.7533,1.36752,-0.792686,-1,EB,0.00563746,0,0,1.6466,0,41.2434,2.32281,2.22506,1,EE,0.0221828,0,0.704021,0,0.402874
166923,169014967,65.8517,-0.817645,1.31778,-1,EB,0.0123693,0,0,1.37735,0,29.8934,-0.209787,-2.38936,1,EB,0.00820408,0,0,1.73821,2.24535
166923,169410608,35.5896,0.617817,0.201253,-1,EB,0.0103762,0.134077,0.792625,1.53708,1.66054,25.1655,2.1065,2.56537,-1,EE,0.0283891,0.0746475,2.83494,2.55605,5.07846
166923,169622691,43.2399,1.58982,3.03823,-1,EE,0.0250712,0.0750225,25.6287,13.8495,6.21377,55.071,2.0718,-0.0628282,1,EE,0.0238377,0.058992,0,5.11138,2.16828
166923,168915565,36.2624,2.36227,1.53376,-1,EE,0.0236224,0.0390477,0,0.401228,0,43.8911,1.33192,-1.56032,1,EB,0.00764641,0,0,1.52096,0
166923,169692847,34.7172,1.10914,-0.217459,-1,EB,0.00867194,0.0119685,0,2.00781,0.741652,33.939,-0.559173,2.88121,1,EB,0.00882527,0,0,1.58351,0.966363
166923,169034721,29.7059,-1.46636,3.12375,1,EB,0.00775273,0,0,18.2473,0.961359,46.3099,-1.55851,0.0271047,-1,EE,0.0107986,0,0,2.84343,0
166923,169956035,49.3128,-0.301866,1.58072,-1,EB,0.00947499,0.0319885,0,1.51459,0.949218,41.0514,-0.150034,-1.6297,1,EB,0.00895991,0,0,0.869951,0
166923,169901425,45.8436,0.477334,0.788718,1,EB,0.0131302,0.0372232,8.97358,20.9348,1.7955,51.9045,0.698362,-2.5328,1,EB,0.01366,0.0166084,9.06889,5.47363,3.79074
166923,169164438,44.5589,2.22609,1.69887,1,EE,0.0232485,0,0,0.144673,0.256865,61.2651,1.66492,-0.400659,-1,EE,0.0127922,0,0.783746,0.598433,0
166923,169805238,40.5019,0.684095,3.0396,-1,EB,0.00745799,0,0,2.28722,0,49.5829,0.320382,0.218869,1,EB,0.008584,0,0.754683,1.63527,0.843837
166923,169334457,56.3647,-1.11053,-1.95112,1,EB,0.00857091,0,0,4.10661,0,41.5988,-2.08681,1.02889,1,EE,0.0206372,0.0114516,0,0.160156,0.23231
166923,170447124,49.3602,2.0504,-2.98819,1,EE,0.0182231,0.0672714,15.593,1.86562,3.36564,65.8642,1.81,0.31761,-1,EE,0.0194147,0.0788289,38.152,2.42961,1.61497
166923,170570729,49.3716,-2.52791,-2.98177,-1,EE,0.0314103,0,0,0.665305,0.319347,42.4101,-2.4068,0.496072,1,EE,0.026007,0,0,0.691596,0
166923,170988961,57.874,2.36597,-1.0365,1,EE,0.0310836,0.0386024,14.8004,2.68921,3.51755,31.4213,2.48137,1.89103,-1,EE,0.0421037,0.0441917,0,1.23733,2.42824
166923,170807549,27.294,-0.979497,2.49666,-1,EB,0.0123491,0.115466,0,7.50399,0.793409,38.4666,1.41194,-0.694544,-1,EB,0.011198,0,6.87955,2.93522,0
166923,170287175,44.1239,-1.32153,-2.10161,-1,EB,0.00730117,0,0,0.856507,1.06452,43.3984,-1.30518,1.06569,1,EB,0.0087597,0,0,0.537937,0
166923,170832735,55.354,0.176545,0.214389,-1,EB,0.00886111,0,0,3.8133,0,40.6876,0.109817,-3.08722,1,EB,0.0091095,0,0,2.40082,0
166923,170698222,43.5605,-1.09741,-1.77864,-1,EB,0.00874531,0,0,2.99582,0.36126,43.6786,-1.27476,1.28418,1,EB,0.00875178,0,0,2.12194,0
166923,170644199,29.8286,-0.595987,2.99844,-1,EB,0.0114855,0.0528069,4.42072,4.95441,4.99296,42.4222,-2.25409,-1.17241,1,EE,0.029388,0.0121357,4.50551,1.40854,3.21824
166923,170781183,32.2809,1.69613,-2.01906,-1,EE,0.0119021,0,0,0.593671,0.292368,31.3442,1.31526,1.16163,1,EB,0.00676528,0,0,2.0243,0
166923,170828351,42.4532,0.889178,2.2578,-1,EB,0.00865018,0,0,3.21223,0,30.2401,-1.04032,-0.373993,1,EB,0.0128656,0,18.0704,11.7306,1.36463
166923,170828279,55.2148,-0.252199,-1.52737,1,EB,0.00934922,0,0,2.30147,0.748005,32.9607,-0.331832,1.51435,-1,EB,0.00942964,0,0,1.35304,0
166923,170454995,70.5359,0.0688995,0.875631,1,EB,0.00973693,0.0261884,0,2.48139,0,28.3775,-0.54078,-2.57438,-1,EB,0.00932071,0,2.39162,2.21609,0
166923,170436472,51.1906,-0.214366,-1.58147,1,EB,0.0102671,0,0,1.90832,0,34.4186,-1.04498,1.17621,-1,EB,0.00861017,0.0134137,0,1.23505,0
166923,170771896,39.712,0.568031,-2.30387,-1,EB,0.00977055,0,0,1.38418,1.34498,48.3001,-0.174249,0.742749,1,EB,0.00770024,0,0,0.994914,0
166923,170408059,28.6633,0.290029,-0.538537,-1,EB,0.00904013,0.03561,10.5028,8.65161,1.52212,43.8232,-1.7366,2.41422,1,EE,0.0161299,0.022292,10.937,5.17622,0.87825
166923,171381765,31.2138,-0.154794,-2.29952,1,EB,0.00901386,0,1.72586,1.89373,0,35.0237,-1.93791,1.35355,-1,EE,0.0184874,0.00743316,0,1.40009,0
166923,171388359,47.7649,-0.848269,-3.14107,1,EB,0.0115271,0,0,2.46761,0,43.2844,-0.733348,0.0327858,-1,EB,0.00901092,0,0,1.01105,0
166923,171967999,39.6305,0.592453,-2.13394,1,EB,0.00833657,0,0,1.665,0,51.8584,1.11515,0.639661,-1,EB,0.00807283,0,0,2.51043,0
166923,171226825,43.7746,0.0894478,-1.79801,1,EB,0.00929751,0,0,2.95369,0,55.0462,0.907728,3.05766,1,EB,0.0182434,0.10296,14.4359,11.1638,0.547218
166923,171377627,48.409,-0.531589,-2.38602,1,EB,0.00950128,0.0516081,13.1722,11.8652,4.7996,25.1071,-2.06245,1.94861,1,EE,0.0191686,0.018631,6.62028,3.37803,1.26094
166923,171924651,40.6234,-0.2628,0.900691,-1,EB,0.00766789,0,0,5.09692,1.77414,52.061,-0.117194,-2.32005,1,EB,0.00905051,0,1.43982,3.63624,0
166923,172075904,47.6697,-1.05066,2.34013,1,EB,0.00865584,0,0,2.78534,0,37.5506,-1.53947,-0.969556,-1,EE,0.0108811,0.00881037,0,4.75793,0
166923,171238608,29.0311,0.289653,-2.91819,1,EB,0.0104274,0,1.34399,4.19114,3.20897,33.169,2.1056,0.186648,-1,EE,0.0175668,0,0,1.86808,0.43644
166923,171820960,34.524,-1.24623,0.33199,1,EB,0.0109834,0,6.60487,6.75389,0.534797,39.2086,-0.411068,-2.8287,1,EB,0.00995729,0.0187844,10.8808,4.37374,0.75544
166923,171599662,26.1815,1.4625,0.559866,-1,EB,0.00810573,0,0,0.850557,0,27.0629,-0.607458,-3.0011,1,EB,0.00770579,0,0,3.01905,0
166923,172071446,25.0384,-1.71666,2.6979,-1,EE,0.0170311,0.0759173,25.6713,5.38591,2.09331,39.0444,-1.71714,-0.506661,1,EE,0.012785,0,18.8393,3.41428,1.60284
166923,171753275,38.3388,-1.62413,0.611006,1,EE,0.0106785,0,1.04821,0.915397,0.558857,37.9731,-0.584972,-2.56403,-1,EB,0.00737699,0,0,1.17789,0
166923,171691123,33.9409,1.96898,1.81955,1,EE,0.0169514,0.0102095,14.0982,8.38146,2.96581,33.4104,1.26967,-1.52831,1,EB,0.0186998,0,0,8.31404,0
166923,175551632,56.9095,1.09514,-0.574553,-1,EB,0.00862609,0,0,2.0541,5.75877,33.9249,1.44849,2.40604,1,EB,0.0073403,0,1.25761,2.13349,0
166923,175807196,36.6789,-0.188728,-1.00041,1,EB,0.00929085,0,0,2.27623,2.45604,32.776,-1.53725,2.04956,-1,EE,0.0142613,0.0173352,0,2.19209,0.394205
166923,175640551,26.0537,1.61252,0.835086,-1,EE,0.0101524,0.0464156,2.96905,3.25323,2.48433,33.6501,2.15666,-2.47806,-1,EE,0.0264232,0.0617468,13.8977,0.845609,1.3213
166923,176028253,35.0521,-0.917289,2.7433,-1,EB,0.00879019,0.0156596,0,2.48572,0,34.2095,-2.49584,-0.390445,-1,EE,0.0283024,0,0,0.177495,0
166923,175769994,66.261,-2.15346,-2.65492,-1,EE,0.0209635,0,0,0.741589,0.714879,26.5752,-1.05322,0.555469,1,EB,0.008291,0,24.1348,9.5323,0.620559
166923,176217674,38.9185,0.231666,-1.35041,-1,EB,0.00915989,0,0,1.09816,0,34.3912,-0.974983,1.8849,1,EB,0.0077147,0,0,1.74914,0
166923,175544614,40.1348,-1.63908,0.486016,1,EE,0.0100531,0,0,2.65623,0.223872,34.5318,-1.20617,-2.83299,-1,EB,0.0084978,0,0.771153,1.84708,0
166923,176485270,45.306,-1.66085,-2.56808,-1,EE,0.0153476,0.0611658,24.1174,2.10453,4.12516,37.2289,-1.48916,0.304411,-1,EB,0.0107789,0.0527058,26.7665,6.97118,9.64815
166923,175547969,33.8699,0.759176,1.67395,1,EB,0.0127832,0.0710867,28.5602,8.65291,4.36474,57.4036,-0.323885,-0.612902,-1,EB,0.0110798,0.116625,11.7796,20.1802,4.29008
166923,176380217,44.2799,1.26311,1.90561,-1,EB,0.0094525,0.0192894,0,1.62393,0.546122,44.9243,1.60058,-1.33444,1,EE,0.00948357,0,0,0.63324,0
166923,176096516,53.9506,-1.09602,2.79696,1,EB,0.00880645,0,0,2.45984,0.631438,38.8508,-0.777985,-0.311404,-1,EB,0.0112354,0,0,0.795669,0
166923,176177396,27.6543,0.330153,0.809207,-1,EB,0.00902661,0,0,3.30516,0,56.2286,1.63771,3.04108,1,EE,0.0104419,0.0473786,1.21042,3.21197,2.37232
166923,176323260,46.9361,1.97224,1.89395,-1,EE,0.0148028,0,0,1.57823,0.719322,56.2318,1.69711,-2.30053,1,EE,0.0130935,0,1.84122,0.878829,0.604317
166923,175717649,42.0722,-0.767336,2.10616,-1,EB,0.0084511,0,0,0.969258,1.34168,50.4026,-0.888326,-0.947297,1,EB,0.00621802,0,0.77394,2.72895,0
166923,176189449,39.766,-0.256669,2.75558,1,EB,0.00778664,0,1.73334,2.24614,1.17375,45.7458,0.377856,-0.362554,-1,EB,0.0088195,0,0,2.75904,0.719043
166923,176617036,43.3962,-2.52236,-0.43545,-1,EE,0.0322272,0.00391529,1.04353,0.284551,0.347865,45.7872,-2.02053,2.70211,1,EE,0.0173437,0,0,0.386008,0
166923,176516808,33.1941,1.33129,-0.143173,-1,EB,0.011842,0,11.3523,10.4973,0.950848,37.2911,-0.230121,-2.60265,-1,EB,0.00979363,0.142789,13.5307,2.65707,5.94049
166923,177430409,36.6944,-0.531553,-0.585755,-1,EB,0.00859772,0,1.82919,1.3977,0.653122,27.7717,1.23579,2.69218,1,EB,0.00861149,0,0,1.50747,0
166923,176850073,27.3824,0.0868898,0.0194321,-1,EB,0.0139358,0,1.64738,13.4414,5.53165,32.8896,1.95882,-2.84651,-1,EE,0.0172421,0.0274012,1.98907,1.91443,0.939088
166923,176918376,35.8009,-0.246195,1.34358,-1,EB,0.0093848,0,0,2.27765,1.34214,33.8899,1.12942,-1.71803,1,EB,0.0104752,0,0,1.34114,0
166923,176906304,47.4874,2.59282,-0.283723,-1,EE,0.0382251,0.0608734,0,9.05967,9.12617,54.693,1.64833,2.7357,1,EE,0.015558,0.0238506,10.4611,6.92654,2.78644
166923,177123307,45.0012,-0.08147,-0.324141,-1,EB,0.00957321,0,0,2.10759,0,40.4919,0.722516,2.92809,1,EB,0.00900155,0,0,1.31526,0
166923,176643597,28.5515,1.4279,-2.95239,1,EB,0.0112428,0.108874,7.38264,9.36278,7.32398,38.6354,0.125787,0.515939,-1,EB,0.0116765,0,18.1382,16.6423,1.21072
166923,177011974,34.4797,2.39042,-1.2251,-1,EE,0.028163,0.0180869,1.93901,0.166685,0.73894,48.2318,1.31498,2.4015,1,EB,0.00831564,0,0,2.98723,0
166923,176986747,41.3376,-0.838391,-2.85297,1,EB,0.00922968,0,0,2.26861,0,34.5098,-2.08297,-0.0347513,-1,EE,0.0218478,0,0,0.404153,0.573707
166923,176812343,37.7183,0.98041,0.992693,1,EB,0.00904172,0.0151608,1.00238,2.58272,0,39.8585,-0.174027,-2.1823,-1,EB,0.00937786,0,0,1.44562,0
166923,176767786,35.207,1.59757,1.79029,-1,EE,0.0107385,0.0663458,11.0438,10.6657,2.19012,63.9617,0.896893,-1.50931,-1,EB,0.00773471,0,0,11.1523,3.99145
166923,176872986,50.5036,2.25951,1.82286,-1,EE,0.0216838,0.0044486,0,1.43829,1.16581,26.0894,0.653993,-0.805823,1,EB,0.00758765,0,1.79683,3.28755,0.593142
166923,177157506,26.5036,-1.28009,-1.86196,-1,EB,0.0153321,0.052617,18.8034,9.86237,3.70518,36.2736,-2.26384,0.818169,-1,EE,0.0226555,0,0,0.119618,0
166923,176595075,45.4287,-2.08021,-0.135095,-1,EE,0.0202135,0,0,0.570705,1.23703,46.2503,-2.13531,2.41119,1,EE,0.0196148,0,0,0.559401,0.983843
166923,176946786,34.4153,-0.204494,-2.7271,1,EB,0.0120245,0.111665,23.5372,18.5027,2.93414,29.3633,-0.264754,1.08801,1,EB,0.0129852,0.0258582,23.8862,10.7909,5.78793
166923,176554093,40.1245,0.553515,-1.32316,1,EB,0.00903491,0,0,1.27078,0,38.8566,-0.293508,2.24808,-1,EB,0.009399,0,0,2.53528,0
166923,177042966,35.2301,-1.28002,-0.492591,-1,EB,0.00779063,0,0,0.837657,0,43.0902,-2.20769,2.87258,1,EE,0.0237548,0,1.50396,0.472037,0.236272
166923,177599984,32.4133,0.861928,2.07223,1,EB,0.010763,0.0876247,9.66763,8.75947,5.68694,34.9717,1.89462,-0.935044,-1,EE,0.0205162,0.035867,12.736,6.98208,1.84664
166923,177851264,25.336,-1.1197,2.36922,-1,EB,0.00807417,0.0515163,12.7354,6.34041,4.30989,40.6605,-0.252708,-0.72014,1,EB,0.0116862,0,0,6.56714,7.36051
166923,178606856,30.6905,-1.79298,-2.89176,-1,EE,0.014915,0,0,1.34033,0,53.0627,-0.761227,0.0122915,1,EB,0.00910016,0,1.05356,1.63802,0
166923,178159141,29.7114,-0.210089,1.1559,1,EB,0.00888795,0,3.40956,1.71471,1.43945,26.3689,1.90079,-1.85482,-1,EE,0.016111,0,0,0.859822,0.24978
166923,178346777,34.3809,2.04582,-0.638591,-1,EE,0.019227,0.00815036,5.18406,2.78386,0.849561,30.3552,1.7818,2.75396,-1,EE,0.0224542,0,4.2204,9.39985,0
166923,177950014,33.7264,-1.10961,-2.19455,-1,EB,0.0074707,0,0,1.73584,0.507797,44.8047,-2.42201,0.122318,1,EE,0.0248896,0,0,1.24559,0.203153
166923,178271246,48.7996,0.743782,0.295084,-1,EB,0.00968198,0,0,3.44694,2.49454,42.4538,0.315711,-2.60284,1,EB,0.00867843,0,0,2.97357,0
166923,177735227,31.71,0.491339,-2.21464,-1,EB,0.0107761,0.0496495,19.1719,6.30435,7.39169,32.2581,1.16971,1.07833,1,EB,0.0145891,0,7.59823,10.6432,0
166923,177971079,26.4221,2.51744,1.84418,1,EE,0.0395971,0.0169647,5.6586,1.94032,3.4818,25.0394,1.00711,-1.66336,-1,EB,0.00737652,0.0431528,15.7836,8.63411,7.30946
166923,178097415,40.7808,-0.296903,0.900868,-1,EB,0.00892499,0,2.18542,2.24248,1.40981,27.9301,1.04555,-2.45385,-1,EB,0.0121282,0.0593596,13.0349,10.6771,9.20059
166923,178490485,38.833,-2.16256,-2.13889,1,EE,0.022277,0,0,0.909045,1.45724,34.2833,-1.04714,0.967196,-1,EB,0.00827342,0,0.925578,0.860824,0
166923,178250188,32.0022,-0.907034,1.43881,-1,EB,0.0129885,0.0438937,13.7517,7.13652,6.63761,29.3985,1.25014,2.50599,-1,EB,0.0127524,0,11.228,5.28794,0.345112
166923,177652772,25.8727,1.6187,1.5599,-1,EE,0.0164835,0,8.11148,4.05415,3.29463,31.7529,-0.500249,-2.3528,1,EB,0.0121117,0.0925481,17.0439,5.01188,4.65701
166923,178512348,60.2175,-0.335331,-0.00480858,1,EB,0.00877121,0,6.72584,9.71698,1.94767,35.9405,-1.71298,3.03477,-1,EE,0.0160031,0.0739387,0,8.66246,2.00749
166923,177865458,51.6457,-0.634486,-1.78291,1,EB,0.0115685,0.0258476,12.3792,6.11592,1.7971,28.2007,0.522229,1.54733,1,EB,0.00998297,0,1.73671,4.88767,0
166923,178244938,32.2242,-0.518634,-1.62977,-1,EB,0.00875214,0,0,3.1689,0,31.0085,-2.13544,1.42873,1,EE,0.0213379,0,0,0.7703,0
166923,178634183,31.6768,-0.374741,-1.63292,1,EB,0.00835517,0,0,1.94025,0.742014,28.3759,1.60429,1.46673,-1,EE,0.0101886,0,0,0.798462,0.46946
166966,53070778,44.6775,0.859878,-2.49274,-1,EB,0.0113513,0.0134493,7.85671,4.77383,9.88826,48.6779,0.231077,0.466677,1,EB,0.0138558,0,7.7018,8.81526,1.75765
166966,53460210,45.8421,-1.03406,1.56384,1,EB,0.00871286,0,0.829511,1.15835,0,45.9761,-1.09875,-1.60684,-1,EB,0.00887086,0,0,2.81989,0.420916
166966,52883468,33.7992,-1.10489,2.0662,1,EB,0.0105097,0.0126892,0,1.16967,3.77332,34.7838,-2.37307,-1.14169,-1,EE,0.0260794,0,0,0.133361,0.800386
166966,53068673,34.2749,-0.0635343,0.505119,-1,EB,0.0115437,0.138706,20.2302,11.3787,8.69521,31.344,0.368233,-2.65555,1,EB,0.00954278,0.0764173,14.3762,5.49071,4.53232
166966,53153511,26.7622,2.29991,1.49282,-1,EE,0.0266823,0.0309954,0,7.15669,2.25423,25.9496,-0.52916,-1.07314,1,EB,0.0120582,0,3.53544,3.1367,1.85095
166966,54035910,40.072,2.21204,-0.384913,-1,EE,0.0269432,0.0539095,8.34568,5.1285,5.90129,57.3972,2.24208,2.79696,1,EE,0.0237155,0.0633212,0,1.07433,0.937091
166966,54323186,27.4038,1.93883,2.50245,1,EE,0.017367,0.0450623,0,1.08127,0,27.342,-0.276301,-0.603758,-1,EB,0.00918186,0,0,1.53147,0.980907
166966,53824019,43.9642,-1.10567,-2.56744,-1,EB,0.00866556,0,0.775848,0.837309,0,46.1956,-0.816801,0.612854,1,EB,0.00882528,0,0,2.29759,0
166966,54202045,42.3526,-0.288506,0.833774,1,EB,0.00909498,0,0,1.73224,0,45.8869,-0.829498,-2.41564,-1,EB,0.00860611,0.0170515,0,2.25624,0
166966,54444709,41.2733,-1.22502,-1.7633,1,EB,0.00873644,0,0,3.71487,0,37.6018,-2.09335,1.42602,-1,EE,0.0211469,0,1.97783,1.30281,1.88816
166966,54150060,36.7438,1.33763,0.300784,-1,EB,0.00784022,0,25.8454,4.68221,1.67307,43.3093,0.224591,3.11308,1,EB,0.00948478,0,8.14332,5.7581,0
166966,53639776,35.8573,1.84813,-0.801266,-1,EE,0.0140349,0,0,1.17609,0,69.0123,2.45698,1.19411,1,EE,0.0266034,0.00252973,0,0.358259,0.22436
166966,53807960,25.7667,-0.525408,-2.42738,-1,EB,0.0179853,0,14.9171,18.3225,6.46538,63.0218,-1.20205,0.53336,-1,EB,0.0108072,0,16.3795,11.9792,0.518612
166966,54134216,34.7794,0.936132,2.95004,1,EB,0.00886723,0,0,2.4606,0.713288,29.0609,-0.849361,0.0374826,-1,EB,0.00841963,0,2.23904,3.12277,2.45407
166966,54284303,38.1659,0.738789,1.96618,-1,EB,0.00884688,0,0,2.16632,0.760735,37.7311,-0.422642,-1.21231,1,EB,0.0112148,0.0227726,0.999057,2.46003,0
166966,54039183,45.6596,-2.33698,-2.2901,-1,EE,0.022426,0,0,0.454629,0,45.0622,-2.32563,1.13993,-1,EE,0.0279808,0,0,1.7494,1.68482
166966,53933016,53.2724,1.42397,0.799383,1,EB,0.00793165,0.00914311,0,2.23913,1.41381,36.4761,1.01964,-2.43429,-1,EB,0.00877004,0,3.27508,3.09676,0
166966,54875686,28.0915,-2.18047,-2.68214,-1,EE,0.0216653,0.0430899,4.13836,1.24817,3.81585,26.8368,-0.239057,0.57491,-1,EB,0.0117368,0.130454,11.1442,5.94508,0.763942
166966,54517171,29.2671,-1.83656,-0.991003,1,EE,0.015549,0,0,0.78562,0.52735,33.5302,0.150735,1.37668,-1,EB,0.00819058,0,0,1.67431,2.05097
166966,54501155,31.2691,-1.716,-2.62921,1,EE,0.0202857,0.115585,16.1233,3.29865,4.43748,33.2182,-1.92751,0.703829,1,EE,0.0157477,0,0,0.925257,0
166966,55163707,47.4586,-1.89763,-1.24106,-1,EE,0.0162889,0,0,0.541229,0.961758,41.8461,-2.24912,1.93233,1,EE,0.0199093,0.00456361,0,0,0
166966,54874873,26.8024,1.26356,-1.99827,1,EB,0.00862058,0.0424171,0.702338,1.20117,0,47.324,1.40068,1.12346,-1,EB,0.0121347,0.125885,1.27243,9.17627,6.45941
166966,55305801,32.3099,-1.79614,-2.10901,-1,EE,0.0218153,0.0154999,23.188,4.2141,12.0334,47.9161,-2.09177,0.602887,1,EE,0.0201262,0.0259711,5.92239,1.18341,2.60105
166966,55193168,43.9617,-0.769708,-2.80373,-1,EB,0.00885762,0,0,1.92761,0,42.119,-1.02142,0.3715,1,EB,0.013722,0,0,2.16248,0.567917
166966,61250595,45.5307,-0.814589,-0.575009,-1,EB,0.00916854,0,0,2.53544,0.929277,44.5858,-0.221155,2.66079,1,EB,0.00794525,0,0,1.31024,0
166966,61628147,25.3345,1.43396,-2.16805,-1,EB,0.0089202,0.0722223,11.5314,7.37734,7.33534,45.2307,2.14684,0.683755,1,EE,0.0192943,0.0214615,3.07578,2.09543,2.2779
166966,61032748,61.0453,-0.824744,0.452852,1,EB,0.00919372,0,0,2.65898,0,32.8432,-1.77071,3.08507,-1,EE,0.0138567,0,0,1.63371,0.246534
166966,61381252,44.275,-2.23929,-1.82412,-1,EE,0.0293096,0.0168997,2.31578,1.08454,2.03327,31.7735,-0.30968,1.10135,-1,EB,0.00938046,0,16.0395,6.81702,0.862877
166966,61000131,42.433,0.495337,-0.645512,-1,EB,0.0110558,0,16.345,4.86827,3.24354,37.8126,2.36692,2.40407,1,EE,0.0319537,0.0343487,16.9304,1.61257,3.87976
166966,61522547,28.6949,-1.14166,-0.239344,-1,EB,0.0100897,0,0,2.4106,0,38.3389,-2.03649,2.8661,-1,EE,0.0184459,0,0,1.01943,0
166966,61015565,43.6999,0.693092,1.9816,-1,EB,0.0116399,0.105527,7.88852,6.15609,0.574828,54.1776,0.928018,-1.27372,-1,EB,0.00908361,0.110622,22.6082,5.61687,1.40517
166966,61249301,42.6151,-2.07437,-1.34953,-1,EE,0.0236682,0.0737263,30.4193,13.3509,7.70441,40.0632,-1.40283,1.74337,-1,EB,0.0105041,0.0351329,19.5363,8.92066,6.68354
166966,61024313,41.592,0.798248,1.71842,1,EB,0.0088642,0,0,1.84757,0,37.0876,2.06381,-1.56668,-1,EE,0.0187939,0,1.12937,0.684624,0.823349
166966,61154321,25.6792,0.530495,0.383928,1,EB,0.0094911,0.0957411,7.42885,3.53229,5.48232,46.4988,2.41719,2.81786,-1,EE,0.0295027,0.0208036,1.46481,0.548297,3.2354
166966,61311873,27.1149,-1.41477,0.129558,1,EB,0.0124565,0.116025,15.4261,3.44978,7.44373,38.4168,0.798775,-2.88645,-1,EB,0.0154793,0,19.2612,8.62729,7.36522
166966,61383929,29.864,1.00051,-0.246584,-1,EB,0.0116621,0.093192,17.1811,6.77883,7.51155,46.0249,1.12246,-2.68056,1,EB,0.00872672,0,0,3.23319,0
166966,61312799,44.2099,-0.80934,-0.201387,-1,EB,0.00823357,0.0276365,0,2.0639,2.21176,44.4272,-0.44597,2.95595,1,EB,0.0073862,0,1.7063,2.8884,0
166966,61745664,41.6145,0.0231544,0.318174,-1,EB,0.00912115,0,1.12522,2.24629,0,44.9882,1.04346,-2.83551,1,EB,0.00784189,0,1.23383,1.49316,0
166966,61789534,30.2373,0.057363,-0.149235,1,EB,0.00944821,0,0,1.95012,0,28.3847,1.91336,3.10267,-1,EE,0.0151715,0.0449931,0,0.959796,0.23572
166966,62017314,40.4943,-0.616648,-0.874968,-1,EB,0.00893369,0,0,3.57964,0,48.1384,-1.53682,2.74107,1,EE,0.00737477,0.0501906,0,1.69398,2.69515
166966,62100060,44.0924,1.0178,-2.07375,-1,EB,0.00824427,0,0,1.69116,0,42.7494,1.48303,1.05126,1,EB,0.0136662,0,0,5.51249,0
166966,62266164,48.0477,0.0994476,-0.84192,-1,EB,0.00877159,0.0327656,0,1.62553,0,41.1222,-0.174418,2.17273,1,EB,0.00692991,0,0,2.21819,1.57008
166966,62272413,38.232,-2.00401,-1.60397,1,EE,0.019468,0.00711035,0,0.755172,1.03246,27.7905,-2.31967,2.04936,-1,EE,0.0382714,0.0428756,15.3061,5.23436,7.40212
166966,61891149,47.869,0.549364,0.0193467,-1,EB,0.00876392,0,2.11887,2.06152,0.865865,36.6454,-0.523709,-2.86284,1,EB,0.00836623,0,0.808518,3.66717,0
166966,62335664,46.026,-0.544952,1.53752,-1,EB,0.00845444,0,0,1.42656,0,44.8044,-0.712579,-1.64187,1,EB,0.00878243,0,0,1.4148,0
166966,62383175,39.0739,1.22739,2.22231,1,EB,0.0112337,0.125467,9.92802,5.11405,1.07861,29.5803,-0.351893,-0.946713,-1,EB,0.0102331,0.0280994,7.93744,6.3797,4.82145
166966,62784806,38.8776,-0.979325,-0.46711,-1,EB,0.00878822,0,0,1.06392,0,32.6146,-0.257475,2.39519,1,EB,0.0101022,0.0225411,3.12359,7.6562,1.49811
166966,63146254,41.993,0.474331,-2.5452,1,EB,0.00929291,0,10.2192,14.6074,1.2496,30.2434,-1.06433,0.433391,-1,EB,0.0123298,0,11.9521,6.93021,5.38556
166966,62722594,33.0819,-0.749808,-1.32834,-1,EB,0.0101375,0.0628816,28.7846,16.7042,11.6404,66.477,0.508138,2.89734,1,EB,0.0154366,0.0176241,4.10344,12.0292,4.02088
166966,63226962,51.2708,1.83833,-0.369646,-1,EE,0.0155092,0,0.904289,1.12658,0,67.7673,1.43688,2.39241,-1,EB,0.0172467,0.0274428,19.0189,20.2217,11.6918
166966,62640739,61.9095,-0.950953,2.36928,-1,EB,0.00864791,0.0129629,6.84846,6.19761,3.86141,33.7598,-1.16311,-0.702699,1,EB,0.0134865,0.221267,58.7105,35.1103,25.2047
166966,62561091,43.21,0.0900569,0.253028,-1,EB,0.00950644,0,2.84602,1.78963,0,32.4385,1.74873,-2.83903,1,EE,0.0126255,0,3.29854,8.41462,2.92793
166966,63169267,36.4944,-0.394225,-1.34081,1,EB,0.00881632,0,0,2.47293,0,40.525,0.991304,1.85455,-1,EB,0.0086149,0,0,1.66421,0
166966,62487537,38.3738,0.174947,-0.233204,-1,EB,0.00848648,0,0,3.8394,0.78741,39.0796,1.33383,2.87693,1,EB,0.00836123,0,0,1.15619,0
166966,62515959,35.1455,1.44283,2.50569,-1,EB,0.00777429,0,0,0.80444,0,64.8813,0.456991,-1.93872,1,EB,0.00909553,0,0,2.23357,0
