Run,Event,pt1,eta1,phi1,Q1,dxy1,iso1,pt2,eta2,phi2,Q2,dxy2,iso2
160957,4841642,51.3179,-0.571624,-1.34987,1,0.086064,0,38.4736,-0.750134,1.75593,-1,-0.0865345,2.78869
160957,7070419,22.9122,1.406,1.81743,1,-0.0796626,0,37.3988,-0.515669,-1.33512,-1,0.0806582,0
160957,7914847,43.45,0.0709899,-1.62167,1,0.0752901,0,40.3903,-0.728616,1.53713,-1,-0.076604,0
160957,8287653,24.7244,-1.51266,-2.23604,1,0.0426966,0,20.5189,1.08621,0.694278,-1,-0.0262102,0
160957,8804916,31.1522,1.36293,-0.245267,-1,0.0512227,0,37.6988,0.241877,2.44814,1,-0.0775587,0.725475
160957,9167006,53.2902,-1.76048,-3.00014,-1,-0.0235923,0.185085,35.3829,-1.21751,0.489764,1,-0.00700132,0
160957,9173019,49.3268,0.613583,1.7001,1,-0.084929,0,27.2131,0.853744,-1.29257,-1,0.0836698,0
160957,9482017,41.7562,-1.41298,2.83761,-1,-0.0559038,0,32.3765,-1.67902,-0.597568,1,0.0735522,0
160957,9670569,29.3067,-1.24876,2.40311,-1,-0.0725245,0.944019,27.7507,0.724038,-0.706593,1,0.0732282,0
160957,9890285,40.6231,1.81972,-2.94115,-1,-0.0165845,0.387904,46.2932,1.0868,0.31469,1,0.0077787,0
160957,10514734,42.231,-2.09828,2.91771,1,-0.054978,0,43.3472,-1.32605,-0.274106,-1,0.0539341,0
160957,10220906,27.2874,-2.34859,-1.65388,-1,0.0771281,0,26.9346,-0.184946,1.36999,1,-0.0723158,0
160957,10608634,6.2234,-2.05889,1.91841,1,-0.0881853,26.6081,37.0867,0.780797,-0.985935,-1,0.0834987,0
160957,11165845,24.9381,-2.36163,1.60289,1,-0.0843148,0,25.7461,-0.0314259,-1.58217,-1,0.0770031,0.802928
160957,11993357,48.3564,0.31463,-2.15747,-1,0.0501517,0,47.5559,-0.374626,0.892584,1,-0.0437694,0.381691
160957,12357629,43.9259,0.144204,-2.36679,1,0.0301789,0,42.9999,-0.613873,0.551586,-1,-0.0125852,0
160957,12933929,48.3107,0.753035,-0.602291,1,0.0718707,1.34303,28.1141,-0.427242,2.05325,-1,-0.0859127,0
160957,13079304,21.9563,-2.38341,1.63835,1,-0.0902998,1.25382,12.6713,1.4277,-2.61448,-1,0.0284972,2.31128
160957,13934197,45.6599,-0.313819,-2.41862,1,0.028795,0,42.8619,0.15193,0.7531,-1,-0.0322714,1.33834
160957,13409147,30.9207,-1.24423,-0.562515,1,0.0713371,79.4252,29.952,-0.0425873,2.43793,-1,-0.0776157,18.4695
160957,13965341,10.3393,-2.40591,0.235294,-1,-0.148643,0,31.2055,0.594533,2.67461,1,-0.0627658,21.2292
160957,14755666,39.9836,1.82839,2.44081,1,-0.0717318,0,53.4162,1.48378,-0.851589,-1,0.077278,0.436459
160957,15436340,54.5626,-0.350719,-2.7004,-1,0.000884798,0,70.428,0.369433,2.22238,1,-0.0826908,0
160957,15572013,37.2932,1.096,-0.511284,1,0.0677553,0,53.5952,0.692267,2.48508,-1,-0.0744547,0
160957,15735108,44.1259,-0.597145,-2.90912,-1,-0.0126648,1.3537,48.6954,-0.401655,0.428878,1,-0.00538715,0.251059
160957,15855479,33.5619,-0.198045,-2.04365,-1,0.0563454,0,40.9704,1.02815,1.16697,1,-0.0611276,0.38659
160957,15680270,68.3706,0.551867,-0.120165,1,0.0366565,0,29.7287,-0.0224704,2.74579,-1,-0.0548902,0
160957,16327934,43.6958,-0.913352,-2.00063,1,0.0588275,0.897392,44.5666,-0.342058,1.23896,-1,-0.0658158,0
160957,16388511,36.3263,-0.78599,1.63871,1,-0.084465,6.91033,38.7191,0.451062,-1.77545,-1,0.0738317,1.9917
160957,16642553,37.6199,0.0769151,-2.40526,1,0.0355431,16.4158,49.5478,-0.171202,0.715123,-1,-0.029963,0.735542
160957,16404997,24.8562,-1.02886,-1.38423,-1,0.0981902,2.72781,17.1919,0.985146,1.6147,1,-0.0836692,1.62549
160957,16977927,15.4461,-1.4309,1.55485,-1,-0.0759686,0,48.5545,0.550743,-1.80737,1,0.0659263,0
160957,17630279,38.2302,1.01899,2.13448,-1,-0.0832727,0,50.709,0.666849,-1.40869,1,0.0853642,0
160957,17281805,30.6146,0.872105,-3.08239,1,-0.0242256,0,32.834,-0.96917,-0.18089,-1,0.046554,0
160957,18210742,34.059,0.767089,-0.304482,1,0.05196,0,54.497,0.161004,2.83299,-1,-0.0519466,0
160957,17969633,33.1073,-1.33089,2.90663,1,-0.0536411,0,33.954,0.305381,-0.27675,-1,0.0529536,0
160957,17998353,48.1737,-2.1731,1.84067,1,-0.0810089,0,22.7218,-0.174863,0.21903,-1,0.0122019,0
160957,20023630,23.1722,-0.396467,-1.66527,-1,0.0811851,0,115.377,-0.521936,0.472919,1,-0.00445322,0
160957,20647101,38.7363,-1.20421,-1.18503,1,0.0818359,0.316191,55.2987,-0.858221,2.34557,-1,-0.0768333,0.793717
160957,20579390,45.059,1.1797,3.04905,1,-0.0414508,0,36.9596,0.192135,-0.15089,-1,0.0448979,0
160957,21507923,33.7038,-2.18042,-1.70768,1,0.0726298,4.43023,38.9631,-0.765869,1.19511,-1,-0.0629212,0
160957,21362872,39.1481,1.28228,2.59068,-1,-0.0748446,0,26.2552,-0.597983,-0.257109,1,0.0562439,0
160957,22559668,44.1399,-1.85405,-1.69143,-1,0.076744,0,45.1632,-1.89978,1.34528,1,-0.0690582,0
160957,22348909,48.6713,-1.48839,0.397549,-1,-0.00390088,0,37.8278,-0.695048,-2.80286,1,-0.000956604,0
160957,23086737,43.706,0.844047,-2.01501,1,0.0577881,0.961813,42.4745,0.185622,0.955674,-1,-0.0464715,1.18791
160957,23743891,33.5598,1.66843,1.86587,1,-0.0868822,0,50.3887,0.381223,-0.276783,-1,0.053537,0
160957,24170364,39.716,-0.153756,-2.06141,-1,0.0507048,0.52224,44.2709,-0.775139,1.22715,1,-0.0610486,0
160957,25044496,51.1758,1.63946,0.540376,1,-0.00828887,0.348795,37.5101,1.07152,-2.6335,-1,0.00688341,0.85806
160957,24843319,39.5908,2.05749,-0.445528,-1,0.0589501,0,42.128,1.11319,2.68159,1,-0.0609984,0
160957,26167317,60.691,0.655653,0.98849,-1,-0.0501301,1.12878,30.9471,-0.162322,-2.60743,1,0.014112,0.744967
160957,26068239,46.2101,0.137886,3.13788,1,-0.0328875,0,41.2466,0.779617,0.0100693,-1,0.0313457,0
160957,26490398,51.52,-1.10478,-0.134743,-1,0.0426541,0,23.0413,-1.20882,2.92304,1,-0.0499364,1.86707
160957,27913983,41.2452,1.0663,-2.58871,-1,0.0124734,0.470291,44.2577,0.0330308,0.496075,1,-0.00670342,0
160957,28437781,40.1876,-2.19111,-1.10906,-1,0.0881516,0,7.73645,0.422334,2.15396,1,-0.0875942,12.9506
160957,29229032,49.9352,-1.03575,-1.89315,-1,0.0598377,0,37.9421,-0.206864,1.27758,1,-0.0629484,1.97645
160957,29996699,25.7985,-1.47798,2.42664,1,-0.0758041,0,28.3345,0.472201,-0.849661,-1,0.0729678,0
160957,29913513,47.2781,0.0186309,-1.05638,-1,0.0897214,0,43.7197,0.271698,2.0164,1,-0.0926958,0
160957,30132654,33.2296,1.55386,-1.09157,1,0.0897891,0,43.7473,0.187604,2.09117,-1,-0.0857863,0
160957,30284290,61.4726,-1.87895,2.68203,-1,-0.0630503,1.36748,55.8637,-1.0958,-2.13642,1,0.0490988,0
160957,30279892,33.5289,-1.33944,-2.99011,-1,-0.0225887,0,18.0657,1.03362,1.00161,1,-0.0494518,0
160957,31216402,47.2086,-1.66813,0.833201,1,-0.0346165,0,43.1512,-1.59423,-2.38657,-1,0.0298661,0
160957,31127817,42.5937,-0.0396226,-1.84259,-1,0.0695273,0.933504,45.8613,0.196729,1.35935,1,-0.0716134,0
160957,31119229,43.5552,1.55331,0.732245,1,-0.030482,0,27.6413,0.614358,-2.57334,-1,0.0170249,0.775158
160957,32158542,31.6129,0.81634,-1.15806,-1,0.0903672,0,33.168,-0.862764,2.01204,1,-0.0910446,0.20067
160957,35248345,38.5524,-1.28071,2.9501,-1,-0.0461825,0,19.5573,0.939197,0.293765,1,0.00963135,0
160957,37522691,39.4936,1.27662,-2.82414,1,-0.00454578,0,49.7699,0.77054,0.273185,-1,0.00813099,0.374199
160957,39221738,34.1972,-2.10847,2.88582,-1,-0.0543057,0,64.8886,-1.30652,0.560729,1,-0.0169328,0
160957,39031088,70.1836,0.972128,-3.11861,1,-0.031101,0,33.6407,-0.606749,2.73398,-1,-0.06112,52.3538
160957,39315566,46.3157,-1.26831,0.137522,-1,0.0265267,0.958612,30.8968,-0.384848,2.9467,1,-0.0518754,0
160957,39343456,15.5786,-2.12995,2.67666,1,-0.0688765,0.517749,20.3497,0.992648,0.169412,-1,0.0212377,0
160957,40286117,19.5511,1.38173,-1.94879,1,0.0606172,0,39.9153,-0.748642,1.3426,-1,-0.069679,0.558901
160957,40697712,39.5387,0.967554,-0.990775,-1,0.0840378,0.503473,37.0431,-0.253012,2.22141,1,-0.0844574,0
160957,40762248,40.127,-0.136808,-1.89976,-1,0.0662032,1.31317,51.9605,0.0309168,1.33231,1,-0.0646367,0
160957,41942736,32.9747,1.89049,1.26517,-1,-0.0689713,0,26.3494,-0.430143,-1.58237,1,0.0787927,0
160957,42130736,15.5812,1.83715,-1.04198,-1,0.0799937,0,49.3009,-0.330227,2.66216,1,-0.0619167,0
160957,42056755,45.395,-1.37577,1.52487,-1,-0.0835842,10.2622,20.5588,0.110217,-1.58676,1,0.0704746,49.5104
160957,42064311,41.6172,-0.67983,-0.745047,-1,0.0790572,0.520029,49.9625,-0.597598,2.41377,1,-0.0769621,0.358673
160957,42675828,40.0115,0.393302,-2.83064,1,-0.00319674,0,51.6659,0.612525,0.10178,-1,0.0245009,0
160957,44017586,34.4913,0.283186,-2.51314,-1,0.0172778,0.442932,61.808,0.355664,1.11817,1,-0.0546554,0
160957,44344000,43.0221,-0.24898,-3.05235,1,-0.0243498,0,43.9818,0.323719,-0.113038,-1,0.040635,0
160957,44639906,44.5626,1.37512,1.30065,1,-0.0699132,0,44.0686,0.498745,-1.17271,-1,0.0910979,0
160957,44620918,44.1182,-1.48126,1.61306,1,-0.0755142,1.44511,36.5938,-0.712658,-1.52887,-1,0.0755769,1.40437
160957,45861203,23.0627,-1.09165,-2.4079,-1,0.0291425,0,38.8197,-0.0583429,0.618925,1,-0.0179437,0
160957,45713314,35.1876,0.282747,-2.02972,1,0.0593037,0,59.6516,-0.660934,2.19997,-1,-0.0844546,0
160957,45722011,42.3956,-0.100324,-0.836848,-1,0.0861476,0,41.577,0.6518,1.98488,1,-0.0919001,0.308186
160957,46628897,47.387,-1.82254,2.48882,-1,-0.0769497,0,44.0504,-0.868106,-0.7976,1,0.0831957,0
160957,47874903,31.3809,1.61514,2.29633,-1,-0.0843845,3.6557,43.5718,-0.00950185,0.310959,1,0.00627616,0
160957,47934833,48.5217,1.37658,0.153777,-1,0.0168228,0,42.2857,0.901276,2.78523,1,-0.0561353,0
160957,48448034,29.4361,2.04164,-0.203451,1,0.0473481,0,28.8479,0.0193383,2.78849,-1,-0.0575435,0.339341
160957,48916833,58.5736,-1.30229,-3.11795,-1,-0.0286648,0,34.6105,-0.791958,0.0755848,1,0.0244425,0
160957,49353741,48.8396,-0.704603,-1.28395,1,0.0823083,0,44.7343,-0.728089,2.16478,-1,-0.083112,0
160957,49878041,21.4053,-1.47219,-1.2209,1,0.0881472,6.92731,21.9742,1.22907,2.34294,-1,-0.0941651,18.4911
160957,50289296,39.3029,-0.268459,0.61953,1,-0.0197018,0,46.4113,-0.816038,-2.99852,-1,-0.0201067,0.688523
160957,50467373,38.1371,-1.12873,0.620575,1,-0.0213746,4.0315,48.1436,-0.508801,-2.50329,-1,0.0222043,0.266606
160957,51344212,19.928,-1.00518,-2.26409,1,0.0163821,14.3309,25.5077,1.60426,0.990778,1,-0.139078,0
160957,52555121,40.0021,1.88584,-3.11373,1,-0.0322696,0,45.429,1.1662,-0.118071,-1,0.035653,0
160957,52607137,55.905,1.26387,3.07374,-1,-0.0406574,1.46671,37.3578,0.943254,0.0426838,1,0.0276756,0
160957,53364681,41.8042,0.937061,1.19751,-1,-0.0659294,1.34558,41.0389,0.197056,-1.65259,1,0.0804065,0
160957,53710483,20.253,-1.98081,1.44723,1,-0.0713886,0,23.9237,0.647228,-1.59295,-1,0.0745746,0
160957,54546401,25.1894,1.64131,1.31704,-1,-0.0697111,0,79.2175,0.993386,-1.27754,1,0.0850761,0
160957,54221245,45.0313,-0.502283,-2.51422,-1,0.0187749,0,42.9901,-0.561914,0.719182,1,-0.0280571,0.571239
160957,54660380,47.2377,-1.03577,1.66579,1,-0.0809409,0,41.4922,-1.58058,-1.44384,-1,0.0814838,0
160957,55667660,49.7575,0.331578,-0.596429,-1,0.0709451,0.58222,39.6223,0.475602,2.57314,1,-0.0704411,0
160957,55875991,41.5183,-1.35225,-2.34587,-1,0.0357969,0,50.7636,-1.36531,0.807804,1,-0.0382435,0
160957,58841313,48.7646,-0.311148,-2.64691,1,0.00942061,0,37.171,0.50923,0.745936,-1,-0.0278245,0
160957,59279994,51.4059,0.91118,0.416701,1,-0.00196725,0,20.981,-0.856802,-2.63418,-1,0.00930387,0
160957,59082041,50.5346,-0.94496,-1.72337,1,0.075003,0,40.7908,-1.11794,1.30983,-1,-0.0701006,0
160957,60032286,43.1752,-0.918632,0.488809,-1,-0.0110455,0,45.9126,-0.860644,-2.55437,1,0.0198547,0
160957,59637494,53.2723,-0.971035,2.54687,1,-0.06955,0,37.7819,-0.67198,-0.851098,-1,0.0788556,0
160957,60384047,33.8023,1.48697,0.343451,1,0.00422077,0,39.3209,0.826883,-2.67934,-1,0.00528631,0
160957,56538421,23.9733,-2.30208,-1.55804,-1,0.0744221,0,14.0269,0.76324,1.89417,1,-0.082978,0
160957,57443674,33.3206,1.22921,2.87936,1,-0.0515831,0,43.8203,0.0324353,-0.408225,-1,0.0598869,0
160957,57504451,38.4986,1.46059,1.84477,-1,-0.0868125,0.305081,45.248,0.865405,-1.19945,1,0.0870834,0
160957,58056637,40.8096,-1.59875,1.14393,-1,-0.0604768,1.82144,44.7561,-0.776298,-2.11507,1,0.0520281,0
160957,61256326,85.3556,-0.645962,-3.1093,1,-0.0326594,0.327012,25.7281,-0.458607,-0.465382,-1,0.0672166,0
160957,61710379,7.19866,-1.86991,2.39337,-1,-0.066735,2.67528,15.9714,1.50743,-0.748239,1,0.0775294,1.20656
160957,62649224,38.0197,1.80207,0.733968,1,-0.0281781,0.654502,42.8799,0.768533,-2.42192,-1,0.0282779,0
160957,62977793,43.3088,-0.0162903,-1.56956,-1,0.0816418,0,45.3548,0.711555,1.59367,1,-0.0796233,0
160957,63562280,37.1954,0.32736,-1.83708,-1,0.070059,0.538525,34.8182,-0.818862,1.26804,1,-0.0691752,0
160957,64679648,25.6628,0.886588,-0.967566,-1,0.0854575,1.53362,22.4022,-0.532026,2.23997,1,-0.0877257,0
160957,64368255,43.5397,1.48439,2.85729,-1,-0.0566659,0,43.5129,1.59212,-0.265453,1,0.055518,0
160957,64957741,46.7572,1.31605,1.39984,-1,-0.0726013,0.509479,41.1812,1.04245,-1.72095,1,0.0711896,0.831158
160957,65376137,45.3172,-1.4494,1.85653,-1,-0.0849626,0,77.6433,-0.14856,-2.93099,1,-0.0168721,0
160957,65872192,14.4544,2.04134,-0.767033,-1,0.0798049,14.0848,24.4939,-0.168663,2.21464,-1,-0.0867656,23.7442
160957,66762191,28.3854,-0.984371,-1.34588,1,0.0850583,0,74.6668,-0.983673,2.06205,-1,-0.0816408,0
160957,69193435,23.3774,-1.15252,-0.492656,1,0.0655859,11.2101,54.6282,-0.571849,2.81195,-1,-0.0545552,0
160957,67232826,40.4797,-0.304448,-2.847,1,-0.00750119,3.6391,46.6513,0.492768,0.182274,-1,0.0167626,0.355683
160957,67963441,55.2765,0.108651,-0.516503,1,0.0702313,0.674314,40.2928,0.10032,2.24943,-1,-0.0839695,0
160957,68503156,37.0689,-2.37847,-1.03419,1,0.0831526,0,40.015,-1.2083,2.12453,-1,-0.0851516,0
160957,68253446,52.8406,1.1664,-2.23907,1,0.0410644,0,37.7202,0.733532,1.15098,-1,-0.0606225,0.493931
160957,68056143,39.5207,-0.558315,-2.02769,1,0.0532202,0.938393,51.8821,-0.508933,1.3645,-1,-0.0673416,0
160957,199550145,31.9729,1.42253,-0.884659,-1,0.0825723,0,22.359,-0.642258,0.347874,1,0.00450737,0
160957,199983885,30.4337,1.48775,-0.83702,-1,0.0784291,0,65.3481,1.02247,1.76667,1,-0.0805473,0
160957,199914375,41.347,-2.09417,1.2633,-1,-0.0614656,0,45.5656,-1.5727,-1.49406,1,0.0746404,0
160957,200446558,29.9653,1.43874,1.52764,-1,-0.0747951,0,32.1507,-0.653779,-0.29378,1,0.0541342,0.815306
160957,200155783,47.2335,0.0502474,0.367098,1,0.00573975,0,42.0768,-0.522785,-3.06582,-1,-0.0296573,0
160957,327752387,32.1969,-2.12525,0.0850022,-1,0.0268601,0,12.8673,0.815881,-2.77819,1,0.000229485,1.31247
160957,329727706,41.2685,-1.74375,-0.157711,-1,0.0449074,0,15.2698,0.625234,2.5902,1,-0.0727927,0
160957,330308894,28.8396,1.1616,1.20928,1,-0.0623542,0,80.2739,0.544443,-0.978032,-1,0.0860237,0
160957,330777790,54.9581,-1.56439,-1.53281,-1,0.0834598,0,41.6175,-0.74355,2.62637,1,-0.0678629,0
160957,70234088,17.8427,-1.2246,2.28457,1,-0.0820203,6.61049,15.5312,1.24208,-0.902753,1,0.0988431,0
160957,70226603,45.3618,-1.23476,-2.4819,-1,0.0221318,0,53.7066,-1.12232,0.554577,1,-0.0113935,0
160957,70365563,42.9808,0.59218,-1.90077,-1,0.067326,0,48.8068,0.755032,1.84594,1,-0.086357,0
160957,71756761,47.2032,-2.00857,-0.982848,-1,0.0807888,0,44.8052,-1.46028,2.27666,1,-0.0797896,0
160957,71699254,26.1163,-1.77063,1.99793,1,-0.0848419,0,12.8745,1.48076,-2.13949,-1,0.0466412,0
160957,71868636,43.1441,-1.26716,-0.357457,-1,0.0548436,0,45.4553,-0.769147,2.66608,1,-0.0658778,0
160957,72389439,38.8082,-0.791106,0.785864,-1,-0.0296145,0,33.2557,0.533913,-2.54768,1,0.0149961,0.431009
160957,72766500,53.705,-1.0408,1.55991,1,-0.0809607,0,36.2823,-0.447923,-1.3532,-1,0.0876909,0.59522
160957,72860021,21.9252,-1.59566,2.8548,1,-0.0592744,1.77422,14.0104,1.95976,-0.249743,-1,0.0458551,1.42414
160957,72909647,37.7903,1.52357,0.64006,1,-0.0213511,0,47.2743,0.673698,-2.71327,-1,0.00114864,0
160957,74125635,47.0822,-1.47215,-0.195513,1,0.0515909,0.679037,43.1036,-0.981835,2.7932,-1,-0.0617645,0
160957,74101114,52.2232,0.264857,-2.77241,-1,-0.00189133,0.676854,39.4535,-0.209965,0.0188573,1,0.0324194,0
160957,74403246,24.58,0.7796,-2.46873,1,0.0249698,1.18754,29.0634,-0.394306,0.548348,-1,-0.0168513,0
160957,76357399,32.8506,1.87474,-2.60823,1,0.0114989,1.05063,37.2488,0.265919,1.03733,-1,-0.0521148,0
160957,76077259,48.0153,1.07558,3.05762,-1,-0.0436123,0.368054,43.4429,1.60172,0.274363,1,0.0118682,0
160957,77116491,42.4234,-0.402522,-2.89273,-1,-0.00901184,3.66067,37.9475,0.652228,0.279709,1,0.00689723,0.291189
160957,77261894,53.1833,-0.930463,-1.30924,1,0.0904101,0.76589,39.3764,-1.05497,1.59107,-1,-0.0858647,0
160957,78269686,45.675,0.3235,-0.553566,1,0.0675153,0,62.3822,0.0589086,1.45203,-1,-0.0762916,0
160957,78766438,28.6204,-2.05193,0.102991,1,0.0296637,0,36.008,0.0328885,-2.76403,-1,-0.00288187,0
160957,79024577,44.5621,-0.24573,-2.74585,-1,0.00263026,2.35782,44.7614,-0.509794,0.394525,1,-0.00210543,0
160957,79281454,28.5065,1.17106,0.58687,1,-0.0138671,0,27.8569,-0.468474,2.22747,-1,-0.0806671,0
160957,79333444,25.1699,-1.50628,1.7469,-1,-0.0834503,1.26188,20.9589,1.15664,-1.92063,1,0.0647973,0.342924
160957,79474372,124.153,-0.631823,-2.29945,-1,0.0372916,0,14.4228,0.168289,0.935536,1,-0.0436246,0
160957,79575666,46.7316,0.282375,-1.59244,-1,0.077435,0.580151,34.8074,-0.0539556,1.53634,1,-0.0790578,7.98584
160957,79751279,33.3205,2.087,0.773209,1,-0.0295669,0,38.599,0.627488,-2.67171,-1,0.00920368,0
160957,80179233,45.4047,-0.686723,-2.90626,-1,-0.017302,0.74681,49.7804,-0.444141,0.408341,1,0.00117833,0
160957,81829794,34.0662,-1.56891,1.85002,1,-0.0914487,0.271969,39.7287,-0.217703,-1.11212,-1,0.0898233,0
160957,81638876,44.9353,-1.64312,2.51981,1,-0.0720569,0.380594,41.4008,-2.25603,-0.623319,-1,0.070343,0
160957,82713563,8.14308,1.34686,-0.709105,1,0.0706569,0.306572,130,0.202328,1.09507,-1,-0.0583174,0
160957,83451721,29.938,-1.32762,-2.07011,1,0.0543734,1.54093,26.6355,0.696435,0.453969,-1,-0.0020319,0
160957,84075561,46.0931,-0.427329,-0.575981,-1,0.0704285,0,39.339,0.293348,2.49825,1,-0.0737888,1.49388
160957,84551519,27.92,1.6345,0.33553,-1,0.0111758,113.659,23.5107,0.229122,2.67316,1,-0.0678813,37.7691
160957,86057625,54.3647,-2.25525,0.587089,-1,-0.0464871,0,22.8377,-0.192678,-0.954322,1,0.0835667,0
160957,86322703,46.3928,-2.35578,1.63298,1,-0.0822639,0,44.0082,-1.80699,-1.93703,-1,0.0617236,0
160957,85933073,25.917,-1.6045,2.4722,1,-0.0779102,0,42.2008,0.000476779,-1.06824,-1,0.0856788,0
160957,86411799,30.5246,1.76063,-2.19025,1,0.0426786,0,29.0341,-0.224344,1.04498,-1,-0.0494304,0
160957,86700958,37.3302,-1.00267,-2.4475,-1,0.0253748,0,46.4146,-0.0450239,0.942138,1,-0.0441275,0
160957,86721278,8.62141,-2.3574,0.577078,1,-0.0176098,0.36975,10.9603,1.29637,-2.06055,-1,0.0470938,4.00217
163233,89220,24.9056,-1.71455,2.05342,-1,-0.0844544,0,27.0169,0.540348,-1.36777,1,0.0843311,0
163233,221273,19.2921,-1.46192,2.90674,-1,-0.0519784,3.21367,27.662,1.11092,-0.163879,1,0.0499169,0.851685
163233,650766,44.4447,-1.49076,-2.34905,-1,0.0261048,0.857782,41.2841,-0.992166,0.940501,1,-0.0379302,0
163233,937094,45.1596,-1.90152,-0.239272,1,0.0552335,0,46.323,-1.57201,2.90585,-1,-0.0925654,0
163233,995586,17.5743,-2.07374,-1.84761,1,0.0757537,10.002,8.29785,1.34456,2.0976,1,-0.0884354,3.41189
163233,1064279,35.3867,-2.0407,1.43859,1,-0.0756049,1.34585,42.8024,-0.792956,-2.34,-1,0.0412561,1.65068
163233,1876579,39.8476,-0.902391,-0.649883,-1,0.0745803,0,31.5045,0.576147,2.42476,1,-0.0773685,1.07307
163233,2717581,23.8611,-1.52507,1.80104,1,-0.0830175,0,40.8261,0.281311,-0.604316,-1,0.0720243,0
163233,2396129,32.2567,1.34971,0.998867,-1,-0.0404861,0,25.2424,-0.755898,-2.12219,1,0.047244,0
163233,2382187,14.9138,-2.22423,-2.91517,1,-0.0168375,0,23.7183,0.579401,0.428483,-1,0.0035436,0.554731
163233,2609370,44.6531,-1.80438,0.882965,1,-0.0432195,0,43.6828,-1.47335,-2.58636,-1,0.0161731,0
163233,2689050,45.3506,-2.01181,-2.19283,-1,0.0450456,0,35.705,-1.07897,0.902939,1,-0.0394444,0.425522
163233,3206776,64.2665,-1.28759,0.934686,1,-0.0399728,0,29.0814,-1.97041,-2.47541,-1,0.0212648,0
163233,3214212,35.2251,-1.38677,0.987438,1,-0.0472519,0,37.6755,-1.03083,-1.78066,-1,0.0690679,0
163233,3846031,18.314,2.0214,-0.345943,-1,0.0984892,3.94429,18.7643,-0.544606,2.80018,1,-0.0550122,6.3338
163233,4009837,43.5379,0.058913,-0.725571,-1,0.0763532,0,39.8245,-0.855058,2.04382,1,-0.0872956,0
163233,3725721,35.202,-1.43609,0.917703,1,-0.0418987,0.457724,38.0344,-0.0505365,-2.29867,-1,0.0346211,1.22834
163233,3831241,24.6207,-0.914956,-1.81394,1,0.0656185,0.436895,22.554,1.43285,1.43814,-1,-0.0701427,0
163233,3963812,37.8361,-1.06028,0.742299,1,-0.0248707,0,21.0179,1.29488,1.03285,-1,-0.0460806,0
163233,4136684,17.9136,-1.65484,-0.668789,-1,0.0817791,4.87419,88.618,-0.605345,2.59903,1,-0.0709223,0
163233,4253260,13.8089,1.59887,1.56847,1,-0.0788231,9.67899,27.7555,-0.554619,-0.71257,-1,0.0550231,22.2914
163233,4355646,12.7001,1.47929,-0.9537,1,0.0800264,5.39658,28.4918,-0.810858,1.85062,-1,-0.0887738,4.20982
163233,4215480,17.332,1.91118,-0.906463,1,0.0870954,2.28167,35.7285,-0.362703,2.22933,-1,-0.0888859,0.2912
163233,4741424,38.556,-0.0257206,-2.13082,1,0.045872,0,41.8021,0.858181,0.909922,-1,-0.0404024,0
163233,5085748,40.9665,-0.693218,-2.57646,1,0.00865021,0,47.7359,-0.130276,0.553639,-1,-0.00952944,0
163233,5336795,38.5178,1.9095,-3.13527,1,-0.0309399,0.438335,41.0203,0.787878,0.0158137,-1,0.0300148,0
163233,5324228,49.3301,1.68361,3.05046,1,-0.0453979,0.568594,13.6757,-0.66841,-0.344419,-1,0.0633673,0
163233,5702777,37.196,-1.43862,0.813678,-1,-0.0274403,0,47.7882,-0.897042,-2.25537,1,0.0353153,0
163233,5585416,51.8669,1.9398,-0.600005,1,0.0770396,0,38.5846,1.79405,2.58338,-1,-0.0736076,0
163233,5321478,40.7886,-2.31997,-1.58418,-1,0.0881992,0,53.0602,-2.08523,1.852,1,-0.0822832,0
163233,5947959,27.9017,-2.37856,1.69039,-1,-0.0818588,0,35.2905,-0.575017,-1.45761,1,0.0797751,0
163233,6187596,27.6686,1.53215,2.29988,1,-0.0865826,0,31.5306,-0.171877,-0.443429,-1,0.0725778,0.803153
163233,6421609,45.6418,-2.05169,-2.15588,1,0.0430437,0,39.3256,-1.09183,0.822045,-1,-0.0312604,2.27391
163233,6424184,47.907,1.3095,-2.06794,1,0.0523005,0,42.3809,1.35249,1.03833,-1,-0.0494945,0
163233,6925747,29.1834,-0.985895,1.9745,1,-0.0848121,0,72.1742,-1.01695,-1.17544,-1,0.0815798,0
163233,7234649,47.311,-1.99258,0.349797,1,0.00484607,0.568154,50.1976,-1.16195,-2.98973,-1,-0.0236829,0
163233,8412646,54.7196,-0.778294,-3.05975,-1,-0.0291559,0.283062,34.5444,-0.412596,0.302345,1,0.0109724,3.12656
163233,8534807,10.8598,-2.03564,0.78426,1,-0.0168893,6.49054,6.04142,2.07218,-1.41053,-1,0.0563847,0
163233,8635828,34.7572,1.18678,-2.26414,1,0.0315613,1.69986,34.9372,-0.594056,2.17308,-1,-0.0811514,0
163233,9065382,36.4239,0.989423,2.34072,-1,-0.0839402,1.60313,49.6637,0.904197,-0.40437,1,0.0655935,0.20957
163233,9052266,43.0973,-1.41098,0.573774,1,-0.0105575,0,44.8558,-1.02369,-2.55555,-1,0.0103365,0
163233,8754513,49.9261,0.631225,-1.73694,1,0.0710405,0,55.7041,0.145126,2.52219,-1,-0.0782655,0
163233,9497131,16.994,-1.75734,2.03306,1,-0.0799952,6.17538,10.631,1.7508,-1.16262,-1,0.111542,0.855872
